SN,ZONE,STATE,LGAs,NAME OF WARD (INEC),NAME OF WARD (STATE),HEALTH FACILITY,,,,,,,
2648,SWZ,EKITI,EMURE,OGBONTIORO II,EPORO(OGBONTIORO II),BASIC HEALTH CENTRE EPORO,,,,,,,
2649,SWZ,EKITI,EMURE,OKE EMURE I,OKE-EMURE I,BASIC HEALTH CENTRE OGE,,,,,,,
2650,SWZ,EKITI,EMURE,OKE EMURE II,SASERE(OKE EMURE II),BASIC HEALTH CENTRE SASERE,,,,,,,
2651,SWZ,EKITI,GBONYIN,AGBADO,AGBADO,BASIC HEALTH CENTRE IPOLE AGBADO,,,,,,,
2652,SWZ,EKITI,GBONYIN,AISEGBA I,AISEGBA-I,BASIC HEALTH CENTRE BOLORUNDURO,,,,,,,
2653,SWZ,EKITI,GBONYIN,AISEGBA II,AISEGBA-II,BASIC HEALTH CENTRE AISEGBA,,,,,,,
2654,SWZ,EKITI,GBONYIN,EGBE/IRO,EGBE-IRO,BASIC HEALTH CENTRE IRO EKITI,,,,,,,
2655,SWZ,EKITI,GBONYIN,IJAN,IJAN,BASIC HEALTH CENTRE IJAN I,,,,,,,
2656,SWZ,EKITI,GBONYIN,ILUOMOBA,ILUOMOBA,BASIC HEALTH CENTRE AJEBANDELE,,,,,,,
2657,SWZ,EKITI,GBONYIN,IMESI,IMESI,COMPREHENSIVE HEALTH CENTRE IMESI,,,,,,,
2658,SWZ,EKITI,GBONYIN,ODE I,ODE-I,COMPREHENSIVE HEALTH CENTRE ODE,,,,,,,
2659,SWZ,EKITI,GBONYIN,ODE II,ODE-II,BASIC HEALTH CENTRE ODE,,,,,,,
2660,SWZ,EKITI,GBONYIN,ODE III,ODE-III,MODEL HEALTH CENTRE ODE,,,,,,,
2661,SWZ,EKITI,IDO OSI,AYETORO I,AYETORO-1,MODEL HEALTH CENTRE AYETORO,,,,,,,
2662,SWZ,EKITI,IDO OSI,AYETORO II,AYETORO-2,COMPREHENSIVE HEALTH CENTRE AYETORO,,,,,,,
2663,SWZ,EKITI,IDO OSI,IDO I,IDO-I,BASIC HEALTH CENTRE IDO I,,,,,,,
2664,SWZ,EKITI,IDO OSI,IDO II,IDO-II,COMPREHENSIVE HEALTH CENTRE IDO,,,,,,,
2665,SWZ,EKITI,IDO OSI,IFAKI I,IFAKI-I,COMPREHENSIVE HEALTH CENTRE IFAKI,,,,,,,
2666,SWZ,EKITI,IDO OSI,IFAKI II,IFAKI-II,BASIC HEALTH CENTRE IFAKI,,,,,,,
2667,SWZ,EKITI,IDO OSI,IGBOLIS/IFISIN AYOS,IGBOLE-AAYE-IFISIN,BASIC HEALTH CENTRE IFISIN,,,,,,,
2668,SWZ,EKITI,IDO OSI,ILOGBO,ILOGBO,COMPREHENSIVE HEALTH CENTRE ILOGBO,,,,,,,
2669,SWZ,EKITI,IDO OSI,ORIN/ORA,ORIN-ORA,COMPREHENSIVE HEALTH CENTRE ORIN,,,,,,,
2670,SWZ,EKITI,IDO OSI,OSI,OSI,COMPREHENSIVE HEALTH CENTRE OSI,,,,,,,
2671,SWZ,EKITI,IDO OSI,USI,USI,COMPREHENSIVE HEALTH CENTRE USI,,,,,,,
2672,SWZ,EKITI,IJERO,EKAMARUN,EKAMARUN,BASIC HEALTH CENTRE AYEGUNLE,,,,,,,
2673,SWZ,EKITI,IJERO,EKAMETA,EKAMETA,COMPREHENSIVE HEALTH CENTRE ARA,,,,,,,
2674,SWZ,EKITI,IJERO,IJERO A,IJERO-A,COMPREHENSIVE HEALTH CENTRE ODO ESE IJERO,,,,,,,
2675,SWZ,EKITI,IJERO,IJERO B,IJERO-B,COMPREHENSIVE HEALTH CENTRE ODO OYE,,,,,,,
2676,SWZ,EKITI,IJERO,IJERO C,IJERO-C,PRIMARY HEALTH CLINIC,,,,,,,
2677,SWZ,EKITI,IJERO,IJERO D,IJERO-D,BASIC HEALTH CENTRE OJUORO,,,,,,,
2678,SWZ,EKITI,IJERO,IKORO,IKORO,COMPREHENSIVE HEALTH CENTRE IKORO,,,,,,,
2679,SWZ,EKITI,IJERO,ILORO / IJURIN B,ILORO-IJURIN,MODEL HEALTH CENTRE IJURIN,,,,,,,
2680,SWZ,EKITI,IJERO,ILORO A,ILORO-A,CHC EDA ONIYO,,,,,,,
2681,SWZ,EKITI,IJERO,IPOTI A,IPOTI-A,COMPREHENSIVE HEALTH CENTRE ISOKUN IPOTI,,,,,,,
2682,SWZ,EKITI,IJERO,IPOTI B,IPOTI-B,BASIC HEALTH CENTRE EJIYAN,,,,,,,
2683,SWZ,EKITI,IJERO,ODO-OWA,ODO-OWA,BASIC HEALTH CENTRE ODO OWA,,,,,,,
2684,SWZ,EKITI,IKERE,AFAO / KAJOLA,AFAO-KAJOLA,COMPREHENSIVE HEALTH CENTRE AFAO IKERE,,,,,,,
2685,SWZ,EKITI,IKERE,AGBADO/OYO,AGBADO-OYO,BASIC HEALTH CENTRE AGBADO OYO,,,,,,,
2686,SWZ,EKITI,IKERE,ARE / ARAROMI,ARE-ARAROMI,BASIC HEALTH CENTRE ARE ARAROMI,,,,,,,
2687,SWZ,EKITI,IKERE,ATIBA-AAFIN,ATIBA-AAFIN,BASIC HEALTH CENTRE ATIBA,,,,,,,
2688,SWZ,EKITI,IKERE,IDEMO,IDEMO,HEALTH POST IDEMO,,,,,,,
2689,SWZ,EKITI,IKERE,ILAPETU/IJAO,IJAO-ILAPETU,BASIC HEALTH CENTRE OKEKERE,,,,,,,
2690,SWZ,EKITI,IKERE,ODOSE,ODOSE,HEALTH POST ODOSE,,,,,,,
2691,SWZ,EKITI,IKERE,OGBON JANA,OGBONJANA,HEALTH POST OGBONJANA,,,,,,,
2692,SWZ,EKITI,IKERE,OKEOSUN,OKEOSUN,BASIC HEALTH CENTRE OKE OSUN,,,,,,,
2693,SWZ,EKITI,IKERE,OKERUKU,OKERUKU,HEALTH POST OKERUKU,,,,,,,
2694,SWZ,EKITI,IKERE,UGELE/AROKUN,UGELE(UGELE/AROKUN),HEALTH POST UGELE AROKUN,,,,,,,
2695,SWZ,EKITI,IKOLE,ARAROMI / BOLODUNRO,IKURIN-ORIN-ODO(ARAROMI/BOLODUNRO),HEALTH POST IKOLE MARKET,,,,,,,
2696,SWZ,EKITI,IKOLE,IJESA ISU,IJESU-ISU,BASIC HEALTH CENTRE IJESA ISU,,,,,,,
2697,SWZ,EKITI,IKOLE,IKOLE EAST,USIN-ISABA(IKOLE EAST),BASIC HEALTH CENTRE ISABA,,,,,,,
2698,SWZ,EKITI,IKOLE,IKOLE SOUTH,ODO-ORO(IKOLE SOUTH),BASIC HEALTH CENTRE ODO ORO,,,,,,,
2699,SWZ,EKITI,IKOLE,IKOLE WEST,IKOLE-2 (IKOLE WEST),METHODIST COMPREHENSIVE HEALTH CENTRE IKOLE,,,,,,,
2700,SWZ,EKITI,IKOLE,IKOLE WEST II,ASIN(IKOLE WEST II),BASIC HEALTH CENTRE ASIN,,,,,,,
2701,SWZ,EKITI,IKOLE,IPAO / OKEAKO IRELE,IPAO-OKEAKO-IRELE,MODEL HEALTH CENTRE OKE AKO,,,,,,,
2702,SWZ,EKITI,IKOLE,IPAO / OKEAKO IRELE,IKOLE-ARA(IPAO OKEAKO IRELE),BASIC HEALTH CENTRE ARA IKOLE,,,,,,,
2703,SWZ,EKITI,IKOLE,ITAPAJI / IYEMERO,ITAPAJI-IYEMERO,BASIC HEALTH CENTRE IYEMERO,,,,,,,
2704,SWZ,EKITI,IKOLE,ODO AYEDUN / AYEBODE,ODO AYEBODE(ODO AYEDUN/AYEBODE),BASIC HEALTH CENTRE AYEBODE,,,,,,,
2705,SWZ,EKITI,IKOLE,ODO AYEDUN I,ODO-AYEDUN,COMPREHENSIVE HEALTH CENTRE AYEDUN,,,,,,,
2706,SWZ,EKITI,IKOLE,OKE AYEDUN,OKEAYEDUN-ESUN,BASIC HEALTH CENTRE ESUN,,,,,,,
2707,SWZ,EKITI,ILEJEMEJE,EDA / OBADA,EDA-OBADA,BASIC HEALTH CENTRE OBADA,,,,,,,
2708,SWZ,EKITI,ILEJEMEJE,EDA ONIYO,EDA-ONIYO-II,CHC EDA ONIYO,,,,,,,
2709,SWZ,EKITI,ILEJEMEJE,EWU,EWU,BASIC HEALTH CENTRE EWU,,,,,,,
2710,SWZ,EKITI,ILEJEMEJE,IJESAMODU,IJESAMODU-7,BASIC HEALTH CENTRE IJESAMODU,,,,,,,
2711,SWZ,EKITI,ILEJEMEJE,ILUDUN I,ILUDUN-I,COMPREHENSIVE HEALTH CENTRE ILUDUN,,,,,,,
2712,SWZ,EKITI,ILEJEMEJE,ILUDUN II,ILUDUN-II,MODEL HEALTH CENTRE ILUDUN,,,,,,,
2713,SWZ,EKITI,ILEJEMEJE,IPERE,IPERE-10,BASIC HEALTH CENTRE IPERE,,,,,,,
2714,SWZ,EKITI,ILEJEMEJE,IYE I,ILEFON (IYE I),COMPREHENSIVE HEALTH CENTRE IYE,,,,,,,
2715,SWZ,EKITI,ILEJEMEJE,IYE II,OKE-IYE(IYE II),MODEL HEALTH CENTRE IYE,,,,,,,
2716,SWZ,EKITI,ILEJEMEJE,IYE III,ISAPA (IYE III),BHC ISAPA,,,,,,,
2717,SWZ,EKITI,IRE-IFE,AFAO,AFAO,COMPREHENSIVE HEALTH CENTRE AFAO,,,,,,,
2718,SWZ,EKITI,IRE-IFE,ARE,ARE,BASIC HEALTH CENTRE ARE ARAROMI,,,,,,,
2719,SWZ,EKITI,IRE-IFE,AWO,AWO,BASIC HEALTH CENTRE AWO,,,,,,,
2720,SWZ,EKITI,IRE-IFE,IABEMO,IGBEMO,COMPREHENSIVE HEALTH CENTRE IGBEMO,,,,,,,
2721,SWZ,EKITI,IRE-IFE,IGEDE I,IGEDE-A,COMPREHENSIVE HEALTH CENTRE IGEDE,,,,,,,
2722,SWZ,EKITI,IRE-IFE,IGEDE II,IGEDE-B,BASIC HEALTH CENTRE AAYE IGEDE,,,,,,,
2723,SWZ,EKITI,IRE-IFE,IGEDE III,IGEDE-C,BASIC HEALTH CENTRE ILAMOYE IGEDE,,,,,,,
2724,SWZ,EKITI,IRE-IFE,IROPORA/ESURE/EYE,IROPORA-EYIO-ESURE,BASIC HEALTH CENTRE IROPORA,,,,,,,
2725,SWZ,EKITI,IRE-IFE,IWOROKO,IWOROKO,BASIC HEALTH CENTRE IWOROKO,,,,,,,
2726,SWZ,EKITI,IRE-IFE,IYIN I,IYIN-A,BASIC HEALTH CENTRE OKETORO IYIN,,,,,,,
2727,SWZ,EKITI,IRE-IFE,IYIN II,IYIN-B,PRIMARY HEALTH CLINIC IRO EKITI,,,,,,,
2728,SWZ,EKITI,ISE-ORUN,ERINWA I,ERINWA-I,BASIC HEALTH CENTRE IFOFIN,,,,,,,
2729,SWZ,EKITI,ISE-ORUN,ERINWA II,ERINWA-II,PRIMARY HEALTH CLINIC OBADA,,,,,,,
2730,SWZ,EKITI,ISE-ORUN,ODO-ISE I,ODO-ISE I,BHC ODO ISE I,,,,,,,
2731,SWZ,EKITI,ISE-ORUN,ODO-ISE II,ODOSE-II,COMPREHENSIVE HEALTH CENTRE OKE YARD ISE,,,,,,,
2732,SWZ,EKITI,ISE-ORUN,ODO-ISE III,ODOSE-III,BASIC HEALTH CENTRE AJEGUNLE,,,,,,,
2733,SWZ,EKITI,ISE-ORUN,ORAYE I,ORAYE I,BHC ORAYE I,,,,,,,
2734,SWZ,EKITI,ISE-ORUN,ORAYE II,ORAYE-2,BASIC HEALTH CENTRE ORAYE,,,,,,,
2735,SWZ,EKITI,ISE-ORUN,ORAYE III,ORAYE-III,BASIC HEALTH CENTRE TEMIDIRE,,,,,,,
2736,SWZ,EKITI,ISE-ORUN,ORUN I,ORUN 1,BHC ORUN 1,,,,,,,
2737,SWZ,EKITI,ISE-ORUN,ORUN II,ORUN II,BASIC HEALTH CENTER ORUN II,,,,,,,
2738,SWZ,EKITI,MOBA,ERINMOPE I,ERINMOPE-1,BASIC HEALTH CENTRE ERINMOPE,,,,,,,
2739,SWZ,EKITI,MOBA,ERINMOPE II,ERINMOPE-2,BASIC HEALTH CENTRE AAYE OJA,,,,,,,
2740,SWZ,EKITI,MOBA,IGIGO I,IGOGO-1,COMPREHENSIVE HEALTH CENTRE IGOGO,,,,,,,
2741,SWZ,EKITI,MOBA,IGIGO II,IGOGO-2,BASIC HEALTH CENTRE IKOSU,,,,,,,
2742,SWZ,EKITI,MOBA,IKUN I,IKUN-1,BASIC HEALTH CENTRE IKUN,,,,,,,
2743,SWZ,EKITI,MOBA,IKUN II,IKUN-2,HEALTH POST IKUN,,,,,,,
2744,SWZ,EKITI,MOBA,OSUN I,OSUN I,BASIC HEALTH CENTRE OSUN,,,,,,,
2745,SWZ,EKITI,MOBA,OSUN II,OSAN (OSUN II),BASIC HEALTH CENTRE OSAN,,,,,,,
2746,SWZ,EKITI,MOBA,OTUN II,OTUN-2,MODEL HEALTH CENTRE OTUN,,,,,,,
2747,SWZ,EKITI,MOBA,OTUN I,OTUN I,OTUN BASIC HEALTH CENTRE,,,,,,,
2748,SWZ,EKITI,MOBA,OTUN III,OTUN-3,COMPREHENSIVE HEALTH CENTRE OTUN,,,,,,,
2749,SWZ,EKITI,OYE,AYEDE NORTH,AYEDE-NORTH,BASIC HEALTH CENTRE AYEDE,,,,,,,
2750,SWZ,EKITI,OYE,AYEDE SOUTH / ITAJI,ITAJI-AYEDE-SOUTH,BASIC HEALTH CENTRE ITAJI,,,,,,,
2751,SWZ,EKITI,OYE,AYEGBAJU,AYEGBAJU,BASIC HEALTH CENTRE AYEGBAJU,,,,,,,
2752,SWZ,EKITI,OYE,ILUPEJU I,ILUPEJU-I,BASIC HEALTH CENTRE ILUPEJU,,,,,,,
2753,SWZ,EKITI,OYE,ILUPEJU II,ILUPEJU-II,MODEL HEALTH CENTRE ILUPEJU,,,,,,,
2754,SWZ,EKITI,OYE,IRE I,IRE-I,BASIC HEALTH CENTRE IRE,,,,,,,
2755,SWZ,EKITI,OYE,IRE II,IRE-II,MODEL HEALTH CENTRE IRE,,,,,,,
2756,SWZ,EKITI,OYE,ISAN/ILAFIN KEMESU,ISAN-ILA-ILE(ISAN/ILAFIN KEMESU),BASIC HEALTH CENTRE ISAN,,,,,,,
2757,SWZ,EKITI,OYE,ITAPA / OSIN,ITAPA-OSIN,BASIC HEALTH CENTRE ITAPA,,,,,,,
2758,SWZ,EKITI,OYE,OMU-OKE / OMU-ODO/IJUSU,OMU-IJELU(OMU OKE/OMU-ODO/IJUSU),BASIC HEALTH CENTRE IJELU,,,,,,,
2759,SWZ,EKITI,OYE,OYE I,OYE-I,COMPREHENSIVE HEALTH CENTRE OYE,,,,,,,
2760,SWZ,EKITI,OYE,OYE II,OYE-II,BASIC HEALTH CENTRE OYE,,,,,,,
2761,SEZ,ENUGU,ANINRI,MPU,MPU,COMPREHENIVE HEALTH CENTRE MPU,,,,,,,
2762,SEZ,ENUGU,ANINRI,NDEABOH,NDEABOH,AGBO-ECHARA,,,,,,,
2763,SEZ,ENUGU,ANINRI,NENWE 1,NENWE 1,NENWE H/C,,,,,,,
2764,SEZ,ENUGU,ANINRI,NENWE 2,UH,EMUDO H/C,,,,,,,
2765,SEZ,ENUGU,ANINRI,NENWE 3,NENWE 3,AGBADA NENWE H/C,,,,,,,
2766,SEZ,ENUGU,ANINRI,ODUMA 1,ODUMA 1,ODUMA ACHARA H/C,,,,,,,
2767,SEZ,ENUGU,ANINRI,ODUMA 2,ODUMA 2,UHUEZE OBEAGU H/C,,,,,,,
2768,SEZ,ENUGU,ANINRI,ODUMA 3,ODUMA 3,ODUMA BASIC H/C,,,,,,,
2769,SEZ,ENUGU,ANINRI,ODUMA 4,ODUMA 4,NDUMEZE H/C,,,,,,,
2770,SEZ,ENUGU,ANINRI,OKPANKU,OKPANKU,EKOLI H/C,,,,,,,
2771,SEZ,ENUGU,AWGU,AGBOGUGU,AGBOGUGU,AGBOGUGU H/C,,,,,,,
2772,SEZ,ENUGU,AWGU,ANIKEANO/UGWUEME,UGWUEME,UGWUEME H/C,,,,,,,
2773,SEZ,ENUGU,AWGU,AWGU 1,AWGU I,MCH AWGU,,,,,,,
2774,SEZ,ENUGU,AWGU,AWGU II,AWGU II,UGWULESHI H/C,,,,,,,
2775,SEZ,ENUGU,AWGU,IHE,IHE I,IHE H/C,,,,,,,
2776,SEZ,ENUGU,AWGU,ISUAWA/AGBUDU/ITUKU,ISU-AWAA/AGBUDU/ITUKU,ISU-AWAA H/C,,,,,,,
2777,SEZ,ENUGU,AWGU,MGBIDI/MMAKU,MMAKU,MMAKU H/C,,,,,,,
2778,SEZ,ENUGU,AWGU,MGBOWO,MGBOWO,MGBOWO OGBOLI H/C,,,,,,,
2779,SEZ,ENUGU,AWGU,OBEAGU,OBEAGU,OBEAGU H/C,,,,,,,
2780,SEZ,ENUGU,AWGU,OGBAKU,OGBAKU,OGBAKU H/C,,,,,,,
2781,SEZ,ENUGU,AWGU,OWELLI/OGUGU/UGBO/AMOLI,OWELLI/OGUGU/UGBO/AMOLI,OWELLI H/C,,,,,,,
2782,SEZ,ENUGU,ENUGU EAST,ABAKPA I,ABAKPA I,ABAKPA H/C,,,,,,,
2783,SEZ,ENUGU,ENUGU EAST,ABAKPA II,ABAKPA II,UGBOEZEJI H/C,,,,,,,
2784,SEZ,ENUGU,ENUGU EAST,AMORJI,AMOJI NIKE,AMORJI NIKE H/C,,,,,,,
2785,SEZ,ENUGU,ENUGU EAST,IBAGWA-NIKE/EDEM,IBAGWA,IBAGWA H/C,,,,,,,
2786,SEZ,ENUGU,ENUGU EAST,MBULUIYIUKWU,MBULUIYIUKWU,AKOR H/C,,,,,,,
2787,SEZ,ENUGU,ENUGU EAST,MBULUJODO EAST,MBULUJODO EAST,NCHATACHA H/C,,,,,,,
2788,SEZ,ENUGU,ENUGU EAST,MBULUJODO WEST,MBULUJODO WEST,UGWUOMU,,,,,,,
2789,SEZ,ENUGU,ENUGU EAST,MBULUOWEHE,MBULUOWEHE,AMOKPO H/C,,,,,,,
2790,SEZ,ENUGU,ENUGU EAST,TRANS-EKULU,TRANS EKULU,UGBO OWA,,,,,,,
2791,SEZ,ENUGU,ENUGU EAST,UGWOGO NIKE,UGWOGO NIKE,UGWOGO NIKE,,,,,,,
2792,SEZ,ENUGU,ENUGU EAST,UMUCHIGBO,UMUCHIGBO,UMUCHIGBO H/C,,,,,,,
2793,SEZ,ENUGU,ENUGU EAST,UMUENWENE,UMUENWENE,UMUENWENE H/C,,,,,,,
2794,SEZ,ENUGU,ENUGU NORTH,ASATA TOWN,ASATA,ASATA H/C,,,,,,,
2795,SEZ,ENUGU,ENUGU NORTH,CHINA TOWN,CHINA TOWN,ARTISAN H/C,,,,,,,
2796,SEZ,ENUGU,ENUGU NORTH,G.RA,GRA,ARIA H/C,,,,,,,
2797,SEZ,ENUGU,ENUGU NORTH,IHEWUZI,IHEWUZI,IHEWUZI H/C,,,,,,,
2798,SEZ,ENUGU,ENUGU NORTH,INDEPENDENCE LAYOUT,INDEPENDENCE LAYOUT,PREMIER LAYOUT HC,,,,,,,
2799,SEZ,ENUGU,ENUGU NORTH,NEW HAVEN,NEW HAVEN,NEW HAVEN H/C,,,,,,,
2800,SEZ,ENUGU,ENUGU NORTH,OGBETE EAST,OGBETE EAST,COAL CAMP H/C,,,,,,,
2801,SEZ,ENUGU,ENUGU NORTH,OGBETE WEST,OGBETE WEST,CPS H/C,,,,,,,
2802,SEZ,ENUGU,ENUGU NORTH,OGUI NEW LAYOUT,OGUI NEW LAYOUT,OGUI NIKE H/C,,,,,,,
2803,SEZ,ENUGU,ENUGU NORTH,OGUI TOWNSHIP,OGUI TOWNSHIP,CARTER STREET H/C,,,,,,,
2804,SEZ,ENUGU,ENUGU NORTH,ONU-ASATA,ONU-ASATA,ONU ASATA H/C,,,,,,,
2805,SEZ,ENUGU,ENUGU NORTH,UDI SIDING/IVA-VALLEY,UDI SIDING/IVA VALLEY,UGWU AARON H/C,,,,,,,
2806,SEZ,ENUGU,ENUGU NORTH,UMUNEVO,UMUNEVO,UMUNEVO H/C,,,,,,,
2807,SEZ,ENUGU,ENUGU SOUTH,ACHARA LAYOUT EAST,ACHARA LAYOUT EAST,ACHARA 1 H/P,,,,,,,
2808,SEZ,ENUGU,ENUGU SOUTH,ACHARA LAYOUT WEST,ACHARA LAYOUT WEST,EVANGEL H/P,,,,,,,
2809,SEZ,ENUGU,ENUGU SOUTH,AKWUKE,AKWUKE,AKWUKE H/C,,,,,,,
2810,SEZ,ENUGU,ENUGU SOUTH,AMECHI 1,AMECHI 1,AMECHI H/C,,,,,,,
2811,SEZ,ENUGU,ENUGU SOUTH,AMECHI 11,AMECHI 2,NDIAGA AMECHI,,,,,,,
2812,SEZ,ENUGU,ENUGU SOUTH,AWKUNANAW EAST,AWKUNANAW EAST,IKIRIKE,,,,,,,
2813,SEZ,ENUGU,ENUGU SOUTH,AWKUNANAW WEST,SATA,SATA HEALTH POST,,,,,,,
2814,,ENUGU,ENUGU SOUTH,MARYLAND,MARYLAND,NDIAGU H/C,,,,,,,
2815,SEZ,ENUGU,ENUGU SOUTH,OBEAGU 1,OBEAGU 1,OBEAGU H/C,,,,,,,
2816,SEZ,ENUGU,ENUGU SOUTH,OBEAGU 2,OBEAGU 2,AMAEGBU H/F,,,,,,,
2817,SEZ,ENUGU,ENUGU SOUTH,UGWUAJI,UGWUAJI,EKE H/C UGWUAJI,,,,,,,
2818,SEZ,ENUGU,ENUGU SOUTH,UWANI EAST,UWANI EAST,UWANI H/C,,,,,,,
2819,SEZ,ENUGU,ENUGU SOUTH,UWANI WEST,UWANI WEST,OLOGO H/P,,,,,,,
2820,SEZ,ENUGU,EZEAGU,AGBA UMANA,AGBA UMANA,AGBA UMANA,,,,,,,
2821,SEZ,ENUGU,EZEAGU,AGUOBU OWA 1,AGUOBU OWA 1,AGUOBU-OWA,,,,,,,
2822,SEZ,ENUGU,EZEAGU,AGUOBU- OWA 2,AGUOBU- OWA 2,MODEL PHC,,,,,,,
2823,SEZ,ENUGU,EZEAGU,AGUOBU UMUMBA,AGUOBU UMUMBA,AGUOBU UMUMBA H/C,,,,,,,
2824,SEZ,ENUGU,EZEAGU,AWHA,AWHA,AWHA IMEZI,,,,,,,
2825,SEZ,ENUGU,EZEAGU,IMEZI OWA 1,IMEZI OWA 1,UPATA EZEMA,,,,,,,
2826,SEZ,ENUGU,EZEAGU,IMEZI OWA 2,OGWOFIA,OGWOFIA PHC,,,,,,,
2827,SEZ,ENUGU,EZEAGU,IWOLLO,IWOLLO,IWOLLO H/C,,,,,,,
2828,SEZ,ENUGU,EZEAGU,MGBAGBU OWA 1,MGBAGBU OWA 1,MGBAGBU OWA,,,,,,,
2829,SEZ,ENUGU,EZEAGU,MGBAGBU OWA 2,MGBAGBU OWA 2,OZOM MGBAGBU OWA,,,,,,,
2830,SEZ,ENUGU,EZEAGU,OBELLAGU UMANA,OBELLAGU UMANA,OBELEAGU UMANA,,,,,,,
2831,SEZ,ENUGU,EZEAGU,OBINOFIA,OBINOFIA,OBINOFIA NDIUNO,,,,,,,
2832,SEZ,ENUGU,EZEAGU,OGHE 1,OGHE 1,AKAMA OGHE HC,,,,,,,
2833,SEZ,ENUGU,EZEAGU,OGHE 2,OGHE 2,BASIC HEALTH CENTER ORJI RIVER,,,,,,,
2834,SEZ,ENUGU,EZEAGU,OGHE 3,OGHE 3,NEKE OGHE H/C,,,,,,,
2835,SEZ,ENUGU,EZEAGU,OKPOGHO,OKPOGHO,OKPOGHO,,,,,,,
2836,SEZ,ENUGU,EZEAGU,OLO/AMAGU/UMULOKPA 1,OLO/AMAGU/UMULOKPA 1,OLO H/C,,,,,,,
2837,SEZ,ENUGU,EZEAGU,OLO/AMAGU/UMULOKPA II,OLO/AMAGU/UMULOKPA 2,OGULOGU OLO H/C,,,,,,,
2838,SEZ,ENUGU,EZEAGU,UMANA NDIAGU,UMANA NDIAGU,UMANA NDIUNO,,,,,,,
2839,SEZ,ENUGU,EZEAGU,UMUMBA NDIUNO,UMUMBA NDIUNO,UMUMBA NDIUNO H/C,,,,,,,
2840,SEZ,ENUGU,IGBO ETITI,AKU I,AKU I,MGBOKO H/C,,,,,,,
2841,SEZ,ENUGU,IGBO ETITI,AKU II,AKU II,AMABOKWU MPHCC,,,,,,,
2842,SEZ,ENUGU,IGBO ETITI,AKU III,AKU III,OHEMUJE H/C,,,,,,,
2843,SEZ,ENUGU,IGBO ETITI,AKU IV,AKU IV,NUA H/C,,,,,,,
2844,SEZ,ENUGU,IGBO ETITI,AKU V/IDIEME,AKU V,AKU H/C,,,,,,,
2845,SEZ,ENUGU,IGBO ETITI,AKU VI,AKU VI,OSHIGO H/C,,,,,,,
2846,SEZ,ENUGU,IGBO ETITI,DIOGBE/UMUNKO,DIOGBE/UMUNKO,UMUNKO H/C,,,,,,,
2847,SEZ,ENUGU,IGBO ETITI,EKWEGBE I,EKWEGBE I,UMUNA H/C,,,,,,,
2848,SEZ,ENUGU,IGBO ETITI,EKWEGBE II,EKWEGBE II,EKWEGBE H/C,,,,,,,
2849,SEZ,ENUGU,IGBO ETITI,IKOLO/OHEBE,IKOLO/OHEBE,IKOLO H/C,,,,,,,
2850,SEZ,ENUGU,IGBO ETITI,OCHIMA/ONY/IDOHA,OCHIMA/ONY/IDOHA,IDOHA H/C,,,,,,,
2851,SEZ,ENUGU,IGBO ETITI,OHODO I,OHODO I,OHODO ACHARA H/C,,,,,,,
2852,SEZ,ENUGU,IGBO ETITI,OHODO II,OHODO II,UMUIFO H/C,,,,,,,
2853,SEZ,ENUGU,IGBO ETITI,OZALLA I,OZALLA I,IJO H/C,,,,,,,
2854,SEZ,ENUGU,IGBO ETITI,OZALLA II,OZALLA II,OZALLA H/C,,,,,,,
2855,SEZ,ENUGU,IGBO ETITI,UKEHE I,UKEHE I,OGBEDE H/C,,,,,,,
2856,SEZ,ENUGU,IGBO ETITI,UKEHE II,UKEHE II,UMUOFIAGU H/C,,,,,,,
2857,SEZ,ENUGU,IGBO ETITI,UKEHE III,UKEHE III,UWELLE-UKEHE H/C,,,,,,,
2858,SEZ,ENUGU,IGBO ETITI,UKEHE IV,UKEHE IV,PHC-EZI-UKEHE,,,,,,,
2859,SEZ,ENUGU,IGBO ETITI,UKEHE V,UKEHE V,AMANEFI H/C,,,,,,,
2860,SEZ,ENUGU,IGBO EZE NORTH,ESSODO 1,ESSODO 1,AJI H/C,,,,,,,
2861,SEZ,ENUGU,IGBO EZE NORTH,ESSODO 2,ESSODO 2,UMUAGAM H/C,,,,,,,
2862,SEZ,ENUGU,IGBO EZE NORTH,ESSODO 3,ESSODO 3,UMUOGBO ULO,,,,,,,
2863,SEZ,ENUGU,IGBO EZE NORTH,ETTE 1,ETTE 1,IJEKPE H/C,,,,,,,
2864,SEZ,ENUGU,IGBO EZE NORTH,ETTE 2,ETTE 2,UMUISHI H/C,,,,,,,
2865,SEZ,ENUGU,IGBO EZE NORTH,ETTE CENTRAL,ETTE CENTRAL,ETTE H/C,,,,,,,
2866,SEZ,ENUGU,IGBO EZE NORTH,EZZODO,EZZODO,UDA H/C,,,,,,,
2867,SEZ,ENUGU,IGBO EZE NORTH,UMUITODO 1,UMUITODO 1,AMUFIE H/C,,,,,,,
2868,SEZ,ENUGU,IGBO EZE NORTH,UMUITODO 2,UMUITODO 2,AMACHALLA H/C,,,,,,,
2869,SEZ,ENUGU,IGBO EZE NORTH,UMUITODO 3,UMUITODO 3,OLIDO H/C,,,,,,,
2870,SEZ,ENUGU,IGBO EZE NORTH,UMUOZZI 1,UMUOZZI 1,AGUIBEJE H/C,,,,,,,
